case_id,case_type,reranker,evidence_set_size,expected,actual,recovered,precision_at_3,precision_at_5,recall_at_5,selected_a_trap,citation_complete,redundancy_ratio
related-terminology-no-support-kp2-community,related_terminology_no_direct_support,quality_aware,8,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,1.0000,false,true,0.0000
quality-aware-act-remuneration-short,requires_quality_aware_interpretation,baseline,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
quality-aware-act-remuneration-short,requires_quality_aware_interpretation,baseline,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
quality-aware-act-remuneration-short,requires_quality_aware_interpretation,baseline,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
quality-aware-act-remuneration-short,requires_quality_aware_interpretation,concept_coverage,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
quality-aware-act-remuneration-short,requires_quality_aware_interpretation,concept_coverage,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
quality-aware-act-remuneration-short,requires_quality_aware_interpretation,concept_coverage,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
quality-aware-act-remuneration-short,requires_quality_aware_interpretation,quality_aware,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
quality-aware-act-remuneration-short,requires_quality_aware_interpretation,quality_aware,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
quality-aware-act-remuneration-short,requires_quality_aware_interpretation,quality_aware,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-act-growth-increase,requires_comparison_direction,baseline,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-act-growth-increase,requires_comparison_direction,baseline,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-act-growth-increase,requires_comparison_direction,baseline,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-act-growth-increase,requires_comparison_direction,concept_coverage,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-act-growth-increase,requires_comparison_direction,concept_coverage,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-act-growth-increase,requires_comparison_direction,concept_coverage,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-act-growth-increase,requires_comparison_direction,quality_aware,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-act-growth-increase,requires_comparison_direction,quality_aware,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-act-growth-increase,requires_comparison_direction,quality_aware,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-bel-repurchase-removed,requires_comparison_direction,baseline,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-bel-repurchase-removed,requires_comparison_direction,baseline,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-bel-repurchase-removed,requires_comparison_direction,baseline,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-bel-repurchase-removed,requires_comparison_direction,concept_coverage,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-bel-repurchase-removed,requires_comparison_direction,concept_coverage,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-bel-repurchase-removed,requires_comparison_direction,concept_coverage,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-bel-repurchase-removed,requires_comparison_direction,quality_aware,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-bel-repurchase-removed,requires_comparison_direction,quality_aware,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
direction-lexical-bel-repurchase-removed,requires_comparison_direction,quality_aware,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
chronology-kp2-hse-governance-timeline,requires_chronology,baseline,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
chronology-kp2-hse-governance-timeline,requires_chronology,baseline,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
chronology-kp2-hse-governance-timeline,requires_chronology,baseline,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
chronology-kp2-hse-governance-timeline,requires_chronology,concept_coverage,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
chronology-kp2-hse-governance-timeline,requires_chronology,concept_coverage,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
chronology-kp2-hse-governance-timeline,requires_chronology,concept_coverage,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
chronology-kp2-hse-governance-timeline,requires_chronology,quality_aware,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
chronology-kp2-hse-governance-timeline,requires_chronology,quality_aware,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
chronology-kp2-hse-governance-timeline,requires_chronology,quality_aware,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sbp-financial-incentives,answerable_by_one_passage,baseline,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sbp-financial-incentives,answerable_by_one_passage,baseline,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sbp-financial-incentives,answerable_by_one_passage,baseline,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sbp-financial-incentives,answerable_by_one_passage,concept_coverage,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sbp-financial-incentives,answerable_by_one_passage,concept_coverage,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sbp-financial-incentives,answerable_by_one_passage,concept_coverage,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sbp-financial-incentives,answerable_by_one_passage,quality_aware,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sbp-financial-incentives,answerable_by_one_passage,quality_aware,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sbp-financial-incentives,answerable_by_one_passage,quality_aware,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sbp-governance-special-incentives,answerable_by_one_passage,baseline,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.4000
sup-sbp-governance-special-incentives,answerable_by_one_passage,baseline,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.7857
sup-sbp-governance-special-incentives,answerable_by_one_passage,baseline,8,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.7857
sup-sbp-governance-special-incentives,answerable_by_one_passage,concept_coverage,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.5000
sup-sbp-governance-special-incentives,answerable_by_one_passage,concept_coverage,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.7857
sup-sbp-governance-special-incentives,answerable_by_one_passage,concept_coverage,8,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.7857
sup-sbp-governance-special-incentives,answerable_by_one_passage,quality_aware,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.5000
sup-sbp-governance-special-incentives,answerable_by_one_passage,quality_aware,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.7857
sup-sbp-governance-special-incentives,answerable_by_one_passage,quality_aware,8,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.7857
sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,baseline,3,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,baseline,5,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6923
sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,baseline,8,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6923
sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,concept_coverage,3,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.2500
sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,concept_coverage,5,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6923
sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,concept_coverage,8,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6923
sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,quality_aware,3,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.2500
sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,quality_aware,5,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6923
sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,quality_aware,8,SUPPORTED,SUPPORTED,false,0.0000,0.0000,0.0000,false,true,0.6923
sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,baseline,3,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.5000
sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,baseline,5,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.5000
sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,baseline,8,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.5000
sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,concept_coverage,3,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.5000
sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,concept_coverage,5,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.5000
sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,concept_coverage,8,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.5000
sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,quality_aware,3,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.5000
sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,quality_aware,5,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.5000
sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,quality_aware,8,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.5000
sup-sdl-financial-directors-report-governance,answerable_by_one_passage,baseline,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.0000
sup-sdl-financial-directors-report-governance,answerable_by_one_passage,baseline,5,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.8000
sup-sdl-financial-directors-report-governance,answerable_by_one_passage,baseline,8,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.8095
sup-sdl-financial-directors-report-governance,answerable_by_one_passage,concept_coverage,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.6250
sup-sdl-financial-directors-report-governance,answerable_by_one_passage,concept_coverage,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.8500
sup-sdl-financial-directors-report-governance,answerable_by_one_passage,concept_coverage,8,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.8571
sup-sdl-financial-directors-report-governance,answerable_by_one_passage,quality_aware,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.6250
sup-sdl-financial-directors-report-governance,answerable_by_one_passage,quality_aware,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.8500
sup-sdl-financial-directors-report-governance,answerable_by_one_passage,quality_aware,8,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.8571
sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,baseline,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.0000
sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,baseline,5,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.7647
sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,baseline,8,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.7647
sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,concept_coverage,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.0000
sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,concept_coverage,5,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.7647
sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,concept_coverage,8,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.7647
sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,quality_aware,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.0000
sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,quality_aware,5,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.7647
sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,quality_aware,8,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.7647
sup-sdl-governance-no-significant-changes,answerable_by_one_passage,baseline,3,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.3333
sup-sdl-governance-no-significant-changes,answerable_by_one_passage,baseline,5,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.3333
sup-sdl-governance-no-significant-changes,answerable_by_one_passage,baseline,8,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.3333
sup-sdl-governance-no-significant-changes,answerable_by_one_passage,concept_coverage,3,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.3333
sup-sdl-governance-no-significant-changes,answerable_by_one_passage,concept_coverage,5,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.3333
sup-sdl-governance-no-significant-changes,answerable_by_one_passage,concept_coverage,8,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.3333
sup-sdl-governance-no-significant-changes,answerable_by_one_passage,quality_aware,3,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.3333
sup-sdl-governance-no-significant-changes,answerable_by_one_passage,quality_aware,5,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.3333
sup-sdl-governance-no-significant-changes,answerable_by_one_passage,quality_aware,8,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.3333
sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,baseline,3,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.2500
sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,baseline,5,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.5000
sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,baseline,8,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.5000
sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,concept_coverage,3,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.2500
sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,concept_coverage,5,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.5000
sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,concept_coverage,8,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.5000
sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,quality_aware,3,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.2500
sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,quality_aware,5,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.5000
sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,quality_aware,8,SUPPORTED,SUPPORTED,true,0.6667,0.6667,1.0000,false,true,0.5000
sup-sdl-strategy-share-based-payments,answerable_by_one_passage,baseline,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,0.5000,false,true,0.5714
sup-sdl-strategy-share-based-payments,answerable_by_one_passage,baseline,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,0.5000,false,true,0.8500
sup-sdl-strategy-share-based-payments,answerable_by_one_passage,baseline,8,SUPPORTED,SUPPORTED,true,0.3333,0.3333,0.5000,false,true,0.8571
sup-sdl-strategy-share-based-payments,answerable_by_one_passage,concept_coverage,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,0.5000,false,true,0.2500
sup-sdl-strategy-share-based-payments,answerable_by_one_passage,concept_coverage,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,0.5000,false,true,0.8500
sup-sdl-strategy-share-based-payments,answerable_by_one_passage,concept_coverage,8,SUPPORTED,SUPPORTED,true,0.3333,0.3333,0.5000,false,true,0.8571
sup-sdl-strategy-share-based-payments,answerable_by_one_passage,quality_aware,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,0.5000,false,true,0.2500
sup-sdl-strategy-share-based-payments,answerable_by_one_passage,quality_aware,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,0.5000,false,true,0.8500
sup-sdl-strategy-share-based-payments,answerable_by_one_passage,quality_aware,8,SUPPORTED,SUPPORTED,true,0.3333,0.3333,0.5000,false,true,0.8571
sup-sur-financial-remuneration-weightings,answerable_by_one_passage,baseline,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-financial-remuneration-weightings,answerable_by_one_passage,baseline,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-financial-remuneration-weightings,answerable_by_one_passage,baseline,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-financial-remuneration-weightings,answerable_by_one_passage,concept_coverage,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-financial-remuneration-weightings,answerable_by_one_passage,concept_coverage,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-financial-remuneration-weightings,answerable_by_one_passage,concept_coverage,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-financial-remuneration-weightings,answerable_by_one_passage,quality_aware,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-financial-remuneration-weightings,answerable_by_one_passage,quality_aware,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-financial-remuneration-weightings,answerable_by_one_passage,quality_aware,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-governance-malus-clawback,answerable_by_one_passage,baseline,3,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.8333
sup-sur-governance-malus-clawback,answerable_by_one_passage,baseline,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.8500
sup-sur-governance-malus-clawback,answerable_by_one_passage,baseline,8,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.9063
sup-sur-governance-malus-clawback,answerable_by_one_passage,concept_coverage,3,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.8333
sup-sur-governance-malus-clawback,answerable_by_one_passage,concept_coverage,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.8500
sup-sur-governance-malus-clawback,answerable_by_one_passage,concept_coverage,8,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.9063
sup-sur-governance-malus-clawback,answerable_by_one_passage,quality_aware,3,SUPPORTED,SUPPORTED,true,0.5000,0.5000,1.0000,false,true,0.8333
sup-sur-governance-malus-clawback,answerable_by_one_passage,quality_aware,5,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.8500
sup-sur-governance-malus-clawback,answerable_by_one_passage,quality_aware,8,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.9063
sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,baseline,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,baseline,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,baseline,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,concept_coverage,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,concept_coverage,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,concept_coverage,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,quality_aware,3,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,quality_aware,5,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,quality_aware,8,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,baseline,3,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.2500
sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,baseline,5,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.6250
sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,baseline,8,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.6250
sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,concept_coverage,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.0000
sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,concept_coverage,5,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.5000
sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,concept_coverage,8,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.5000
sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,quality_aware,3,SUPPORTED,SUPPORTED,true,0.3333,0.3333,1.0000,false,true,0.0000
sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,quality_aware,5,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.5000
sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,quality_aware,8,SUPPORTED,SUPPORTED,true,0.3333,0.2500,1.0000,false,true,0.5000
partial-sur-target-setting-and-exact-budget,partially_answerable,baseline,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
partial-sur-target-setting-and-exact-budget,partially_answerable,baseline,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
partial-sur-target-setting-and-exact-budget,partially_answerable,baseline,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
partial-sur-target-setting-and-exact-budget,partially_answerable,concept_coverage,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
partial-sur-target-setting-and-exact-budget,partially_answerable,concept_coverage,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
partial-sur-target-setting-and-exact-budget,partially_answerable,concept_coverage,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
partial-sur-target-setting-and-exact-budget,partially_answerable,quality_aware,3,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
partial-sur-target-setting-and-exact-budget,partially_answerable,quality_aware,5,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
partial-sur-target-setting-and-exact-budget,partially_answerable,quality_aware,8,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,0.0000,0.0000,false,true,0.0000
partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,baseline,3,PARTIALLY_SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.0000
partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,baseline,5,PARTIALLY_SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,0.0000,0.0000,false,true,0.4444
